location,Glasgow,Glasgow,Glasgow,Glasgow,Glasgow,Glasgow,Glasgow,Glasgow
2020-07-05 19-PM,11.963199000000001,81.0,1000.3,0.2,20.01549,279.9638,33.394729999999996,281.1888
2020-07-05 20-PM,11.803199000000001,82.0,1000.7,0.0,20.869513,284.03625,36.247547,285.55457
2020-07-05 21-PM,11.143199000000001,83.0,1002.0,0.0,22.1689,290.3949,39.107665999999995,291.60553
2020-07-05 22-PM,10.263199,86.0,1003.5,0.0,21.146523000000002,289.11972000000003,38.385185,290.30447000000004
2020-07-05 23-PM,9.733198,88.0,1004.3,0.0,19.190048,283.65042,35.11061,285.46124
2020-07-06 00-AM,10.213199000000001,88.0,1004.2,0.0,17.0496,270.0,30.619051000000002,272.02136
2020-07-06 01-AM,10.703198,88.0,1004.6,0.0,18.38353,270.83032000000003,33.190357,273.7314
2020-07-06 02-AM,11.023197999999999,88.0,1005.4,0.0,18.181675,280.98065,33.70377,283.59094
2020-07-06 03-AM,10.833199,91.0,1006.0,0.0,17.285234,298.53997999999996,31.487139000000003,300.96378
2020-07-06 04-AM,10.3731985,88.0,1007.7,0.0,17.316,323.13013,31.65135,326.1292
2020-07-06 05-AM,9.353197999999999,88.0,1009.0,0.0,16.398212,316.97495,30.886656,319.25385
2020-07-06 06-AM,9.743198,87.0,1010.7,0.0,17.519724,315.61606,31.63087,318.6914
2020-07-06 07-AM,10.433199,79.0,1012.4,0.0,18.931276,320.7106,32.33193,322.23694
2020-07-06 08-AM,11.193197999999999,76.0,1013.5,0.0,18.67272,317.8913,30.61482,318.8141
2020-07-06 09-AM,12.003199,72.0,1015.2,0.0,19.851715,319.8991,32.048088,321.84277000000003
2020-07-06 10-AM,12.493198,68.0,1016.7,0.0,20.140966,322.52383,31.682043,323.7812
2020-07-06 11-AM,13.003199,64.0,1018.2,0.0,20.262169,320.86963,31.037344,322.06674
2020-07-06 12-PM,13.353198,63.0,1018.6,0.0,19.971117,316.08092999999997,30.563978000000002,316.90915
2020-07-06 13-PM,14.283198,64.0,1018.2,0.0,19.394213,307.1847,28.51282,307.30396
2020-07-06 14-PM,13.923198999999999,66.0,1018.8,0.0,19.234373,300.82767,29.204409000000002,300.35812000000004
2020-07-06 15-PM,13.823198000000001,68.0,1019.0,0.0,19.432598000000002,298.67316,30.282827,298.39304
2020-07-06 16-PM,13.923198999999999,67.0,1019.5,0.0,19.561815,299.35776,30.141265999999998,299.3205
2020-07-06 17-PM,13.083199,69.0,1019.6,0.0,19.199291,299.0546,29.966620000000002,298.72033999999996
2020-07-06 18-PM,13.003199,68.0,1020.3,0.0,18.587007999999997,297.29956,29.142215999999998,297.19812
2020-07-06 19-PM,12.503199,72.0,1021.1,0.0,18.234295,295.06747,29.144441999999998,295.61548
2020-07-06 20-PM,11.883199000000001,74.0,1021.2,0.0,17.771095000000003,293.87527,28.84047,294.32556
2020-07-06 21-PM,11.053199000000001,77.0,1021.3,0.0,16.028337,291.44775,27.14123,291.8014
2020-07-06 22-PM,10.383199000000001,81.0,1021.2,0.0,13.118679,282.9074,24.535524,284.44403
2020-07-06 23-PM,9.763199,85.0,1021.1,0.0,11.467584,272.66302,22.007162,273.75174
2020-07-07 00-AM,9.293199000000001,89.0,1020.8,0.0,10.420294,265.6013,20.532626999999998,267.99045
2020-07-07 01-AM,9.353197999999999,91.0,1020.1,0.0,11.003319,263.04706,20.598795000000003,264.98688
2020-07-07 02-AM,9.483198,91.0,1019.6,0.0,11.239428,264.5597,21.26744,267.08917
2020-07-07 03-AM,9.533197999999999,92.0,1019.3,0.0,10.709147,264.28943,19.852295,265.84036000000003
2020-07-07 04-AM,9.503199,92.0,1018.8,0.0,10.03165,259.28687,18.228943,260.90972999999997
2020-07-07 05-AM,9.833199,92.0,1017.9,0.0,9.697106,249.0755,17.654688,249.71743999999998
2020-07-07 06-AM,10.463199000000001,90.0,1017.4,0.0,11.038736,250.25317,19.586117,252.89728
2020-07-07 07-AM,11.003199,88.0,1017.0,0.1,10.870295,252.89728,17.902534,254.84595
2020-07-07 08-AM,11.113197999999999,88.0,1016.1,0.4,10.615965,252.47442999999998,16.965895,252.7185
2020-07-07 09-AM,11.3731985,88.0,1016.1,0.4,9.795408,247.61987000000002,15.315873000000002,246.44773999999998
2020-07-07 10-AM,12.163198,86.0,1016.3,0.5,10.817938999999999,260.07376,17.106628,261.52887000000004
2020-07-07 11-AM,12.243198,84.0,1016.3,0.6,12.748289999999999,259.1597,19.839235000000002,258.48618
2020-07-07 12-PM,12.243198,85.0,1016.2,0.5,12.734364999999999,254.21925,19.483284,253.90918
2020-07-07 13-PM,12.903198,80.0,1016.3,0.3,9.384694,263.4802,12.727921499999999,261.8699
2020-07-07 14-PM,13.143199,78.0,1015.8,0.3,9.061517,268.3153,12.605141999999999,268.36343
2020-07-07 15-PM,13.503198999999999,75.0,1015.1,0.1,8.541433999999999,273.57632,11.159999000000001,270.0
2020-07-07 16-PM,14.613198,71.0,1015.2,0.0,7.237064,276.3402,9.0645685,276.84277000000003
2020-07-07 17-PM,14.823198000000001,69.0,1014.7,0.0,6.487264,289.17902000000004,8.089993,290.85446
2020-07-07 18-PM,14.903198000000001,68.0,1014.4,0.0,6.874978,305.5377,8.496304499999999,306.38437000000005
2020-07-07 19-PM,14.903198000000001,67.0,1014.5,0.0,7.36826,319.3987,9.726664,321.00903
2020-07-07 20-PM,14.393199,70.0,1014.1,0.0,7.3150935,326.88867,9.693296,328.67132999999995
2020-07-07 21-PM,13.733198000000002,74.0,1013.9,0.0,6.579594,328.24054,9.511088,330.5241
2020-07-07 22-PM,13.053199000000001,79.0,1014.2,0.0,5.327999999999999,306.8699,8.496304499999999,306.38437000000005
2020-07-07 23-PM,12.433199,83.0,1015.0,0.0,5.0052012999999995,295.2011,9.565437,289.7989
2020-07-08 00-AM,11.523197999999999,87.0,1014.9,0.0,3.7862556000000005,309.28943,8.669949,311.63354
2020-07-08 01-AM,11.223199000000001,90.0,1014.9,0.0,3.1067312,329.03625,7.952659599999999,5.194412000000001
2020-07-08 02-AM,11.093199,92.0,1015.4,0.0,2.4123544999999997,6.340164,10.685391000000001,57.380745
2020-07-08 03-AM,11.163198,89.0,1015.0,0.0,4.660096599999999,59.036232,14.241629000000001,73.85565
2020-07-08 04-AM,11.153198,88.0,1015.0,0.0,5.842608,65.772255,14.241629000000001,73.85565
2020-07-08 05-AM,10.943197999999999,92.0,1015.3,0.0,5.600739,64.65382,10.137692,73.495636
2020-07-08 06-AM,11.033197999999999,93.0,1015.3,0.0,4.976763,74.47588,7.6367525999999994,81.869896
2020-07-08 07-AM,11.613197999999999,91.0,1015.5,0.0,4.861344,80.537674,6.9247380000000005,81.02736999999999
2020-07-08 08-AM,12.173199,87.0,1015.5,0.0,5.600739,87.27369,7.928178,87.39744
2020-07-08 09-AM,12.583199,80.0,1016.3,0.0,4.5288,89.99999,6.12,89.99999
2020-07-08 10-AM,13.103197999999999,75.0,1016.7,0.0,5.068606,86.98721,6.4799995,89.99999
2020-07-08 11-AM,13.503198999999999,72.0,1016.9,0.0,5.068606,93.01279,6.130579,93.366455
2020-07-08 12-PM,14.483198000000002,68.0,1017.0,0.0,5.8608,89.99999,7.559999499999999,89.99999
2020-07-08 13-PM,15.433198999999998,65.0,1016.3,0.0,6.9263997,89.99999,9.36,89.99999
2020-07-08 14-PM,15.263198999999998,65.0,1016.5,0.0,5.068606,93.01279,6.519876999999999,96.34019
2020-07-08 15-PM,15.403198000000001,63.0,1016.5,0.0,3.8788424,105.9454,5.0142193,111.03751000000001
2020-07-08 16-PM,15.683198999999998,62.0,1015.5,0.0,3.2189232999999997,114.44395,3.7064266000000003,119.05459599999999
2020-07-08 17-PM,16.023197,60.0,1015.3,0.0,2.1967907,165.96376,2.5455842,171.8699
2020-07-08 18-PM,15.803199,60.0,1015.5,0.0,1.5533656,210.96376,1.8,216.8699
2020-07-08 19-PM,16.243198,59.0,1015.9,0.0,1.7057923,218.65982000000002,2.3051247999999998,218.65982000000002
2020-07-08 20-PM,15.923198999999999,60.0,1015.0,0.0,1.5069860000000002,225.0,2.0364676,225.0
2020-07-08 21-PM,15.403198000000001,62.0,1015.1,0.0,1.6204481000000002,260.5377,2.1897945,260.5377
2020-07-08 22-PM,15.023198,65.0,1015.2,0.0,0.7534930000000001,44.999984999999995,1.1384199,71.56504
2020-07-08 23-PM,14.553199,66.0,1014.9,0.0,4.912173,77.47118,10.594036000000001,80.21759
2020-07-09 00-AM,12.483198,81.0,1014.4,0.0,8.855546,68.83874,20.696085,76.93066999999999
2020-07-09 01-AM,10.853197999999999,89.0,1014.0,0.0,7.5818768,71.56504,21.626984,87.137596
2020-07-09 02-AM,10.513199,89.0,1014.3,0.0,6.5308766,78.231705,14.8257065,119.05459599999999
2020-07-09 03-AM,10.393199000000001,90.0,1013.9,0.0,6.487264,70.820984,10.233122999999999,129.2894
2020-07-09 04-AM,10.173199,90.0,1013.5,0.0,6.5795946,68.62937,12.313892999999998,105.25511999999999
2020-07-09 05-AM,10.143199000000001,89.0,1013.1,0.0,7.2761830000000005,66.250496,17.294992,92.38594
2020-07-09 06-AM,10.523197999999999,87.0,1012.8,0.0,8.466324,77.27564,18.0,89.99999
2020-07-09 07-AM,11.6231985,85.0,1012.8,0.0,8.80733,86.53177,12.964998,88.40886
2020-07-09 08-AM,12.463199000000001,81.0,1011.9,0.0,9.871189999999999,86.90593,15.137132999999999,87.27369
2020-07-09 09-AM,12.433199,83.0,1011.8,0.0,10.137212,86.98721,16.215992,87.45519
2020-07-09 10-AM,12.893199000000001,81.0,1012.2,0.0,10.154698,85.48601,15.856356,87.39744
2020-07-09 11-AM,14.803199,72.0,1012.3,0.0,11.892902000000001,74.40718000000001,17.462782,75.677284
2020-07-09 12-PM,15.173198999999999,67.0,1011.6,0.0,10.817938999999999,80.07375,15.986595000000001,82.23483
2020-07-09 13-PM,16.003199,62.0,1014.6,0.0,7.0078892999999995,351.25385,9.422101,353.41806
2020-07-09 14-PM,15.633199,64.0,1014.3,0.0,7.5818768,341.56506,10.137692,343.49564
2020-07-09 15-PM,15.533198,66.0,1014.4,0.1,7.5066204,332.52557,9.983106,334.35900000000004
2020-07-09 16-PM,15.443198,66.0,1014.3,0.1,7.53493,315.0,9.931042,316.4688
2020-07-09 17-PM,15.713199,64.0,1013.6,0.0,7.619225999999999,306.46924,10.296251,306.46924
2020-07-09 18-PM,15.623198499999999,63.0,1014.1,0.0,7.684150999999999,303.69006,11.681987,303.69006
2020-07-09 19-PM,16.063198,59.0,1014.2,0.0,9.166637,305.5377,14.113651999999998,307.74683
2020-07-09 20-PM,15.773198,58.0,1014.3,0.0,11.327483,311.1859,18.089775,312.5805
2020-07-09 21-PM,14.753198999999999,62.0,1014.3,0.0,13.207638000000001,311.72952000000004,23.686249,313.1524
2020-07-09 22-PM,13.463199,67.0,1014.7,0.0,14.535288000000001,311.28472999999997,27.238943,314.46454
2020-07-09 23-PM,12.413198,71.0,1014.9,0.0,14.9112625,311.37854,27.748037,314.47437
2020-07-10 00-AM,11.613197999999999,76.0,1015.2,0.0,14.321323000000001,313.49255,26.478971,316.1017
2020-07-10 01-AM,10.993198,80.0,1015.6,0.0,13.583788,311.8202,24.693481,314.40936
2020-07-10 02-AM,10.543199000000001,84.0,1015.9,0.0,13.010033,312.51044,23.675303,314.38397000000003
2020-07-10 03-AM,10.153198,86.0,1015.8,0.0,12.622413,315.8551,23.469128,318.7314
2020-07-10 04-AM,9.703198,89.0,1016.0,0.0,11.67914,315.0,23.1774,316.88818
2020-07-10 05-AM,9.113197999999999,91.0,1015.8,0.0,10.738927,313.99492999999995,22.401142,315.0
2020-07-10 06-AM,9.473199000000001,89.0,1016.1,0.0,9.9997635,311.7603,18.584509,314.2152
2020-07-10 07-AM,10.723199000000001,83.0,1016.8,0.0,10.925649,315.0,16.80857,316.73572
2020-07-10 08-AM,12.083199,75.0,1016.7,0.0,11.733703,320.52752999999996,17.148247,320.96448
2020-07-10 09-AM,12.233198,74.0,1017.2,0.0,11.128378999999999,317.91083,16.831684,318.46823
2020-07-10 10-AM,12.453198,72.0,1017.9,0.0,11.15386,310.156,16.323528,311.42368
2020-07-10 11-AM,12.563198,73.0,1018.3,0.0,12.933438,302.38068,19.469976000000003,303.69006
2020-07-10 12-PM,12.963199000000001,70.0,1018.4,0.0,13.893723499999998,302.4712,20.3774,302.00537
2020-07-10 13-PM,14.193198,65.0,1018.4,0.0,18.350687,297.68106,28.337282000000002,297.2161
2020-07-10 14-PM,13.643199,69.0,1018.3,0.0,18.123034,294.30457,28.185953,294.9285
2020-07-10 15-PM,13.573198000000001,70.0,1018.8,0.0,17.513648999999997,296.1753,27.36947,296.56506
2020-07-10 16-PM,13.643199,69.0,1019.1,0.0,17.681013,300.8157,27.783045,301.2184
2020-07-10 17-PM,13.563198000000002,68.0,1018.7,0.0,17.068320999999997,304.18613,26.574244,305.62793
2020-07-10 18-PM,13.953198,67.0,1019.5,0.0,17.157482,306.1582,25.992401,306.5525
2020-07-10 19-PM,13.303199,71.0,1020.3,0.0,16.32882,303.69006,25.1614,303.91742
2020-07-10 20-PM,12.6231985,75.0,1020.7,0.0,15.533656,300.96378,24.575110000000002,301.82745
2020-07-10 21-PM,12.063198,77.0,1020.9,0.0,14.630187,303.11136,23.863410000000002,303.9298
2020-07-10 22-PM,11.483198,79.0,1021.3,0.0,13.749956,305.5377,22.682856,305.9605
2020-07-10 23-PM,11.003199,82.0,1022.1,0.0,13.020938000000001,300.76273,20.991426,300.96378
2020-07-11 00-AM,10.483198,85.0,1022.4,0.0,12.633653,294.9439,20.929594,296.56506
2020-07-11 01-AM,10.023197999999999,87.0,1022.9,0.0,11.8240795,292.52057,20.140705,294.27443999999997
2020-07-11 02-AM,9.673199,89.0,1023.7,0.0,9.8568,288.92465,19.130875,289.7989
2020-07-11 03-AM,9.813198,90.0,1023.0,0.0,9.441239999999999,286.38956,19.353138,288.43497
2020-07-11 04-AM,9.523197999999999,93.0,1022.8,0.0,10.9516,288.43494,20.730501,290.32315
2020-07-11 05-AM,9.833199,90.0,1023.4,0.0,11.8240795,292.52057,21.273533,293.9625
2020-07-11 06-AM,9.933199,88.0,1023.3,0.0,12.384018,288.8247,21.194187,290.89777000000004
2020-07-11 07-AM,10.593199,84.0,1023.7,0.0,13.607277999999999,293.0513,21.603,293.5747
2020-07-11 08-AM,11.103197999999999,80.0,1023.6,0.0,13.505192999999998,292.0113,20.523157,291.61478
2020-07-11 09-AM,11.903198,75.0,1024.3,0.0,13.731879999999999,288.08344,20.49156,288.43494
2020-07-11 10-AM,12.513199,73.0,1024.7,0.0,13.816892000000001,289.13367,20.150354,288.75867
2020-07-11 11-AM,13.013199,71.0,1025.3,0.0,14.9112625,288.75867,21.746502,289.3348
2020-07-11 12-PM,13.363198,69.0,1025.6,0.0,15.841282000000001,289.6538,23.006226,290.1363
2020-07-11 13-PM,15.193198,66.0,1025.8,0.0,18.091677,283.627,26.6327,283.28485
2020-07-11 14-PM,15.453198,65.0,1025.7,0.0,18.296463,286.06,26.901417,285.5241
2020-07-11 15-PM,15.563198000000002,65.0,1025.6,0.0,18.36808,289.48615,27.09822,289.39783
2020-07-11 16-PM,15.483198000000002,65.0,1025.8,0.0,17.367155,290.6589,26.081993,290.1858
2020-07-11 17-PM,15.323198000000001,66.0,1025.5,0.0,16.848616,288.43497,25.38702,288.178
2020-07-11 18-PM,15.083198999999999,67.0,1025.8,0.0,16.344027,289.0256,24.703976,288.69897000000003
2020-07-11 19-PM,14.653198000000001,68.0,1026.9,0.0,15.59066,286.8868,23.795427,287.61258
2020-07-11 20-PM,13.943198,71.0,1026.6,0.0,14.748554,286.79837000000003,23.34455,287.03778
2020-07-11 21-PM,13.103197999999999,75.0,1026.5,0.0,12.990926,285.46124,21.758419,286.33606000000003
2020-07-11 22-PM,12.233198,79.0,1026.8,0.0,9.770017999999999,281.00354,19.13426,281.94417999999996
2020-07-11 23-PM,11.423199,84.0,1026.9,0.0,8.262694999999999,271.84763,17.339897,274.76364
2020-07-12 00-AM,10.503199,87.0,1026.8,0.0,7.463956,267.9546,16.575644,272.48956
2020-07-12 01-AM,9.673199,90.0,1027.2,0.0,6.681277799999999,265.4261,15.84409,271.30197000000004
2020-07-12 02-AM,8.973199000000001,93.0,1027.8,0.0,5.334656,267.1376,14.404499,271.4321
2020-07-12 03-AM,8.423199,95.0,1027.0,0.0,4.861344,260.5377,12.959999,270.0
2020-07-12 04-AM,8.3731985,96.0,1026.8,0.0,4.4656777000000005,252.64597999999998,12.727921499999999,261.8699
2020-07-12 05-AM,8.713199000000001,95.0,1026.9,0.0,4.5288,241.92752000000002,10.028439,248.9625
2020-07-12 06-AM,9.223199000000001,95.0,1026.4,0.0,4.4337797,237.26477000000003,8.534353,242.35403
2020-07-12 07-AM,10.133199000000001,92.0,1026.5,0.0,4.660096599999999,239.03624,7.729527,242.24146000000002
2020-07-12 08-AM,11.803199000000001,85.0,1026.3,0.0,6.3154216,242.35403,8.854828999999999,243.43495
2020-07-12 09-AM,13.853198,74.0,1026.1,0.0,8.339639,243.43495,11.753877000000001,242.65013
2020-07-12 10-AM,15.343198999999998,68.0,1026.0,0.0,10.494943,246.0375,14.658676000000002,245.32315
2020-07-12 11-AM,16.623198000000002,62.0,1026.4,0.0,12.875693,245.55606,18.532132999999998,245.9245
2020-07-12 12-PM,17.543198,57.0,1026.0,0.0,13.824594,244.91641,19.813087,245.29757999999998
2020-07-12 13-PM,18.043198,55.0,1025.0,0.0,13.939619,243.92465,19.966210999999998,244.359
2020-07-12 14-PM,18.573198,53.0,1024.6,0.0,14.209388,239.58892999999998,20.497882999999998,239.3814
2020-07-12 15-PM,19.003197,56.0,1024.2,0.0,14.2791395,233.3439,20.808498,232.7336
2020-07-12 16-PM,19.403198,58.0,1023.7,0.0,14.977747,231.49934,22.039528,231.63252000000003
2020-07-12 17-PM,19.283197,50.0,1023.2,0.0,17.519724,225.61606,26.729846999999996,225.54565
2020-07-12 18-PM,18.803198000000002,50.0,1023.0,0.0,16.957777,223.72697000000002,26.493652,222.7974
2020-07-12 19-PM,18.063198,54.0,1023.1,0.0,16.475929999999998,219.09386,26.368615999999996,218.90413999999998
2020-07-12 20-PM,17.183197,58.0,1022.2,0.0,15.352129999999999,218.65982000000002,26.089443,219.40067000000002
2020-07-12 21-PM,16.373198000000002,63.0,1022.1,0.0,14.439765,217.50413999999998,25.133053,218.01895
2020-07-12 22-PM,15.663198000000001,68.0,1022.0,0.0,12.315059,218.85338,22.771244,219.22567999999998
2020-07-12 23-PM,14.663198000000001,74.0,1021.8,0.0,12.566063,212.00538999999998,22.86496,213.43987
2020-07-13 00-AM,13.833198999999999,82.0,1021.0,0.0,12.2919855,209.8989,22.668570000000003,212.68056
2020-07-13 01-AM,13.763198999999998,87.0,1020.5,0.0,11.458298,215.53767000000002,21.028437,218.04703999999998
2020-07-13 02-AM,13.903198000000001,88.0,1020.4,0.0,11.529304,220.3141,22.159746,223.02507000000003
2020-07-13 03-AM,14.083198999999999,89.0,1019.3,0.0,12.432633000000001,225.0,23.441502,227.48956
2020-07-13 04-AM,13.863198,92.0,1018.6,0.0,14.020842000000002,231.17018,26.427529999999997,232.19348
2020-07-13 05-AM,13.903198000000001,91.0,1017.9,0.0,13.855360999999998,232.0284,26.282465000000002,233.91492999999997
2020-07-13 06-AM,13.993198000000001,91.0,1017.8,0.2,14.346079000000001,238.67131,26.486313,238.9027
2020-07-13 07-AM,14.553199,88.0,1017.9,0.0,14.447134,247.2176,25.0064,247.12634
2020-07-13 08-AM,14.773198,87.0,1017.2,0.0,14.020842000000002,255.69974,22.963936,256.39948
2020-07-13 09-AM,15.283198,82.0,1017.8,0.0,15.460384,268.0251,24.850431,268.33972
2020-07-13 10-AM,15.313198000000002,80.0,1017.9,0.0,16.259132,271.87787000000003,25.60053,273.22452000000004
2020-07-13 11-AM,15.323198000000001,75.0,1018.4,0.0,15.986219,270.95482999999996,24.842607,270.83032000000003
2020-07-13 12-PM,16.253197,71.0,1018.5,0.0,17.590471,271.73572,26.302181,272.3533
2020-07-13 13-PM,16.863197,73.0,1016.8,0.0,17.5824,270.0,27.72,270.0
2020-07-13 14-PM,16.433197,75.0,1016.4,0.0,18.944392999999998,273.22452000000004,29.574827000000003,273.48932
2020-07-13 15-PM,15.933198999999998,74.0,1016.5,0.0,17.182282999999998,277.125,26.478973,277.0284
2020-07-13 16-PM,15.503198999999999,75.0,1016.6,0.0,16.68991,278.25946,26.6327,279.335
2020-07-13 17-PM,15.023198,77.0,1016.6,0.0,18.458654,290.2657,30.421598,290.79413
2020-07-13 18-PM,14.903198000000001,74.0,1017.0,0.0,19.425291,295.1593,31.079075,295.37775
2020-07-13 19-PM,14.123198499999999,74.0,1017.3,0.0,18.588919,295.46335,29.62518,295.94232
2020-07-13 20-PM,13.263198999999998,76.0,1017.2,0.0,17.420197,293.42868,28.694056,293.67053
2020-07-13 21-PM,12.6231985,78.0,1017.3,0.0,16.869664999999998,291.29736,28.412645,292.34064
2020-07-13 22-PM,12.023197999999999,82.0,1017.4,0.0,15.932858,290.55602999999996,26.807312,292.08716
2020-07-13 23-PM,11.493198,85.0,1017.7,0.0,14.9112625,288.75867,26.081993,290.1858
2020-07-14 00-AM,11.433199,86.0,1017.9,0.0,14.417629000000002,286.09082,25.729298,287.92792000000003
2020-07-14 01-AM,11.3731985,84.0,1017.7,0.0,15.081629000000001,287.4748,26.867676,287.9494
2020-07-14 02-AM,10.903198,89.0,1016.9,0.0,9.073257,266.63354,20.519999,270.0
2020-07-14 03-AM,10.713199000000001,90.0,1016.5,0.0,10.685928,274.28915,24.087738,279.46234
2020-07-14 04-AM,10.683199,91.0,1016.0,0.0,12.280433,282.5288,25.862436,286.1645
2020-07-14 05-AM,10.383199000000001,94.0,1015.6,0.0,11.308671,285.01837,24.482647,289.76718
2020-07-14 06-AM,10.853197999999999,92.0,1015.7,0.0,11.566177,284.6764,21.9718,288.1381
2020-07-14 07-AM,12.003199,86.0,1015.3,0.0,12.8093815,286.92752,21.746502,289.3348
2020-07-14 08-AM,12.663198,82.0,1015.7,0.0,13.906487,286.69925,23.000591,287.30054
2020-07-14 09-AM,13.213199,79.0,1015.9,0.0,15.335942000000001,287.1759,24.933735000000002,287.65012
2020-07-14 10-AM,13.513198999999998,78.0,1015.4,0.0,16.4328,286.96616,26.072052,287.6844
2020-07-14 11-AM,13.783198,76.0,1015.9,0.0,16.800106,284.69732999999997,26.459389,284.98163
2020-07-14 12-PM,14.993198000000001,72.0,1015.5,0.0,16.413353,283.13403,25.233406,284.03625
2020-07-14 13-PM,15.503198999999999,70.0,1015.2,0.0,16.413353,283.13403,25.068514,282.43958
2020-07-14 14-PM,14.833198999999999,72.0,1014.7,0.1,14.015779,261.25385,21.841648,261.46924
2020-07-14 15-PM,14.703198,74.0,1014.4,0.1,13.449902999999999,262.0304,20.721119,262.01068
2020-07-14 16-PM,15.343198999999998,72.0,1014.5,0.0,14.420093,258.2749,20.969804999999997,258.11133
2020-07-14 17-PM,15.223199,75.0,1014.2,0.0,14.673779999999999,254.1975,21.41319,253.39302
2020-07-14 18-PM,14.153198000000001,79.0,1013.8,0.0,13.906488000000001,249.82935,21.068459,250.0169
2020-07-14 19-PM,14.203198,80.0,1013.8,0.0,13.407623000000001,249.04422000000002,20.393293,249.32557999999997
2020-07-14 20-PM,13.883199,83.0,1013.2,0.0,11.308671,254.98164,17.462782,255.67727999999997
2020-07-14 21-PM,13.713199,83.0,1012.9,0.0,8.628235,261.11935,13.084402,262.09283
2020-07-14 22-PM,13.033197999999999,88.0,1013.1,0.0,6.270311,257.73523,11.440978,257.27563
2020-07-14 23-PM,12.633199000000001,90.0,1013.8,0.0,6.3322554,255.37913999999998,11.177405,255.06857000000002
2020-07-15 00-AM,11.983198,92.0,1013.8,0.0,6.3322554,247.75097999999997,8.891344,248.62937999999997
2020-07-15 01-AM,11.8731985,93.0,1013.3,0.0,4.4337797,237.26477000000003,6.489992,236.30993999999998
2020-07-15 02-AM,11.893199000000001,93.0,1012.5,0.0,4.295571,240.25512999999998,11.753877000000001,242.65013
2020-07-15 03-AM,11.883199000000001,94.0,1011.9,0.0,5.3876066,261.46924,12.074766,259.69516
2020-07-15 04-AM,11.673199,94.0,1012.0,0.2,5.3876066,261.46924,12.015589,261.38434
2020-07-15 05-AM,11.433199,95.0,1011.5,0.2,4.720619999999999,253.61046000000002,10.739833,256.42957
2020-07-15 06-AM,11.703198,95.0,1011.7,0.2,5.2339296,255.25644,11.090103,256.86597
